Frequency,Distance,Transmitter Height,Receiver Height,Antenna Gain,Environment,Obstacle Distance,Path Characteristics,Weather Conditions,Shadowing Effects,Frequency Bandwidth,Path Loss
2084871274.3161576,257.7513116442125,38.920175707508456,4.666254003818246,18.015325211225946,suburban,7.733024632267693,NLOS,clear,-0.6774358978182922,46167730.82310002,333.5123925946055
2662729316.622909,328.9374983186936,20.895960171050376,1.9978638127558235,15.4483213321454,suburban,18.132900977960364,LOS,clear,-0.31899619788763167,68809324.29037082,295.6838178471062
2555894780.0208983,255.0228649942918,34.89619405235119,2.02257057125102,9.869413154756216,suburban,98.64952571553312,LOS,clear,0.47750931517270456,89031870.94222815,313.22458050262173
3444367804.175215,417.440890145578,43.799058601415744,7.541747491686944,15.908218558794866,urban,2.9477472760046974,LOS,rainy,2.322478129560297,32179615.872239564,330.3176683043417
1687843469.8014135,81.77054504439401,12.813671629531742,8.198548777869675,13.544345812456784,suburban,90.32237233624662,NLOS,clear,0.2825857257118942,70689604.18259,332.49082535692395
3212616021.8184066,497.97732650411274,12.860432101522246,7.890330196790472,13.327564554730957,suburban,70.27151049272462,NLOS,rainy,-0.8850564920384929,32139675.9572595,352.09332752171747
5748189216.066278,131.24353026067703,14.595304981705993,7.704929313629739,6.302030482362218,rural,95.34385163480113,NLOS,clear,-0.06895254779046407,29537633.15970126,331.43897490866686
1956778919.5883386,352.54544786239467,12.504013734535924,7.3106888871650675,9.552998630619648,urban,81.04015071766214,LOS,foggy,-3.094216378590363,67053531.26901726,329.7163089441099
5281016354.428471,243.4334572787415,31.585660473947442,7.508377978924259,16.64067869478393,urban,86.1383121169899,NLOS,clear,-0.6554828256902598,44740890.76546046,362.5073933440288
1472197593.183407,153.33272086396357,18.063335143505228,7.717579741080068,14.171704430088534,rural,14.471625516450581,LOS,clear,1.3401400091140052,70241842.69139737,277.0391573101708
5335031814.733454,446.8027190585309,47.38433054996307,6.999781726694167,7.426581994574869,rural,77.53074209601084,NLOS,foggy,-2.6260016857530366,50509946.90048703,357.69370100765656
1095722513.074874,150.6616809196128,34.19661662266686,8.007722024150588,15.75588365960656,rural,32.705969460526305,LOS,rainy,1.8960692125803307,65019467.40271194,285.6451270124409
3144904880.4578586,62.041442846218565,5.763708954482267,7.62911503664414,16.173826099639072,rural,83.3053472819741,NLOS,foggy,-2.7178927865905025,13096795.517660324,304.2797785054529
4135195403.61657,454.0617860750548,5.671134744266403,9.199639572975455,19.210758145632,urban,58.254880147080904,NLOS,rainy,-1.776688549592901,24984654.558272775,348.6358101791777
3768471337.0591054,17.942654255501367,16.798927152269904,2.42915202941231,16.395270991334034,urban,82.52293142960495,NLOS,clear,-2.1205801401672795,98060718.79370181,323.46715569359367
3564758816.80373,128.36187234045053,24.331670050693187,2.444162397245243,6.704431647567793,rural,77.78214248534586,LOS,rainy,0.6046943790489587,80294829.7002278,294.42071623357873
5247690311.658649,144.38854193651403,19.27533358519907,3.5112252810476847,19.5240618054398,suburban,29.024662008522107,NLOS,clear,2.6752685539753003,36103891.043447524,330.82844356871897
2551946058.88879,403.5783176615119,39.81852081255742,6.940990229896408,8.504477483037123,suburban,11.539634504482931,LOS,foggy,3.2285107404553086,40582710.89087449,331.04752468538544
1758622087.988593,199.81718588366184,23.871394504617616,5.191442100703544,16.163195410627083,suburban,75.48215519506098,LOS,rainy,-1.7673304806096524,89563195.17642716,306.9184087489684
4217301370.5421853,482.96677471498583,26.643811476516458,9.232175479586587,16.8236955548768,urban,48.93896199394043,LOS,rainy,-3.4844723361437016,20296446.863506213,326.6569743624939
3687823659.278766,475.4275474515617,49.66738805407992,2.2572653593308765,12.29199335758534,suburban,83.48152664137004,LOS,clear,3.1553981564752354,68742391.99513683,323.4539723998165
4417422614.887268,331.2015227484457,9.060781207233491,6.6404811877339265,12.214023966172256,rural,32.665333194885825,LOS,foggy,-2.9433118713609,12633123.868740529,288.0168344119416
2773162067.5475836,308.3224989739237,8.54131081955915,6.239931326376071,12.67890643236297,suburban,56.71392255552623,LOS,clear,-0.02035593188671473,59868881.45419347,303.91783742696265
1134578499.9226146,167.12180214256043,31.875699799844746,8.994616226215888,19.304261115304342,suburban,5.717963703853335,LOS,rainy,-5.006271081111773,11936666.11662689,286.736295151514
1155992559.8097873,393.0992647346399,44.22186951483016,5.551576531367247,15.242794694873831,rural,51.57343473393637,LOS,clear,-1.8737173000715508,61002105.8338915,286.8444937592769
3994031249.8631883,187.9697472481791,30.45520556854695,5.178674728865127,8.288963481533232,urban,29.374258735733626,NLOS,rainy,-6.704366011354223,28387809.70782901,353.9430069385944
3221565586.1612225,200.8297135968255,13.851201562340865,5.404828101240276,9.041255685844,suburban,18.513998872616565,LOS,rainy,-1.9563616097797678,15427767.521270033,301.4400990775989
4654967313.307606,308.2472896967208,48.92392937254599,5.051905389547638,7.923167097967317,urban,18.927834151853563,LOS,clear,-0.17044097900852428,39516063.03375596,330.76276086604315
2875283452.996831,418.40040664560877,39.928272314016866,6.367395063513056,8.021429891066733,rural,16.89754889445719,NLOS,rainy,-2.291209590901257,43218109.617055565,337.44407463777884
1430955890.4731314,448.3050604105434,5.7863929575204605,7.7587576710879675,19.80905379188606,suburban,39.64695364542453,LOS,foggy,-4.380351974960101,93171840.6691957,298.6561363350687
5389064144.456333,407.3845122017828,26.77199648331605,1.0784921576196447,13.372782329521856,rural,99.53397082949938,NLOS,clear,-6.07160055035893,10788473.760502145,311.87892665421487
5563630368.412372,134.94838644318827,37.117885082595826,5.427224825317367,9.53750682546871,urban,11.454767804112631,LOS,clear,-0.4564831170828131,57063229.16634005,322.30879029787593
1229487523.749255,134.45984983120525,3.1373144785359854,9.703763882451392,12.122066231196253,rural,50.94287526398116,NLOS,clear,-0.7433061872825317,39480773.14163174,297.22907203950837
2802380547.8728685,336.10076119676484,30.363548282945185,2.280988581170098,11.426478677356997,suburban,62.9393915685552,NLOS,rainy,2.7416287503048524,11883599.568687314,344.6480140991926
4306974180.417986,459.7280322555385,8.845663461459978,3.410710001864632,8.22528922957664,urban,44.00390003565828,LOS,clear,0.5773426320387627,35424229.59755215,317.77041677345653
4860800670.981102,432.11823082313714,45.99185791459443,9.02403394527682,10.39516821519813,rural,73.22717900668322,NLOS,rainy,-0.7581987334039408,40142437.16086541,351.01322982850866
4212888040.4892178,196.41394228494738,38.90439668961834,2.0683895623310766,16.27337760900673,urban,61.16756759177234,LOS,rainy,-3.1003685083110044,48251118.8535534,315.0457495785574
4073604368.73083,350.963788786706,2.426850664904198,2.7653140881310927,8.899981281863726,urban,44.61503782545413,NLOS,foggy,2.5646375097472194,30643100.465488695,347.6300605964951
3350594532.425888,22.793843834210193,15.861442588812778,4.721739827755739,19.433038119684788,suburban,76.61511299704226,LOS,clear,0.21782402293881203,79220631.82234262,282.5823638397008
3085015412.073567,44.16251991478599,47.84511507351402,8.079286980899525,16.893366916683924,urban,54.77206581663098,LOS,rainy,-2.55770941590427,77300874.04551278,314.3384107454185
2450671610.0785623,386.4106864675448,8.083777549875364,7.3927233515131245,14.273020327033795,rural,42.068272653585325,LOS,rainy,3.6496924280914516,78625889.42705709,292.5942162161392
5049024101.322512,418.3240264659719,34.9448024499112,2.400054289249737,6.844222990961278,urban,71.36575790709185,NLOS,foggy,-0.38758835884246134,99513843.80451806,379.85007761727
3447548885.6000266,321.0555348752401,12.475317518464909,3.3457635273255697,15.109584704496436,suburban,71.31521372869499,LOS,foggy,1.055776583426447,53832628.315440156,313.6809179947717
3259160317.340728,338.8556024430608,7.972566790338935,5.0158332939609105,18.03191903662446,rural,97.84573541065556,LOS,clear,-1.2111132456197877,23996842.488512248,277.24431535468136
2812522835.102561,395.25432006440303,22.261782650134972,1.251812533324729,9.96342647651059,suburban,50.61652131323263,LOS,foggy,4.281635667302254,59414808.51250009,316.94024666632004
1463099823.717638,70.70543584777171,31.230893972552924,5.578367219665003,11.812280448865641,suburban,93.38338088762778,LOS,rainy,2.2037524925706364,48066284.01059895,306.66458117062797
5559014461.964236,205.52854978564494,33.2535422572277,1.6096567571511118,9.19971403233285,suburban,29.896756269005774,LOS,rainy,1.7910018595498358,52837266.12349462,313.5391899011305
1942654909.225501,319.3109307483513,19.51996630388406,2.32487243622534,18.003509603753795,suburban,62.22652966049568,NLOS,clear,6.319394798254497,26613024.53586921,332.7792332594975
2783119801.766386,386.70184116425736,44.117147055924235,1.278014241474997,12.666713052222862,urban,42.73019697938272,NLOS,foggy,0.07131173505619412,79685365.047223,361.352429135866
3233007603.121314,177.41421672362839,42.78002046574539,2.4409959308567575,9.282785892338111,rural,4.517827803076391,LOS,foggy,-2.009953773036459,96834318.1340178,294.5673998544764
2871182309.909237,306.0761231311501,15.51354613993495,1.5802181751071034,9.824455952150927,urban,50.698633864996665,NLOS,foggy,-0.4499926367523892,45087180.92238568,353.0023127285043
2785171030.621667,375.3562468399844,11.722554418089365,2.9118482943086788,14.10943259551012,rural,22.548031842573756,LOS,clear,0.20665386111085576,31744670.18180163,274.4184630320742
4977040866.241491,367.18544528254574,28.389816920517703,2.2275570219170833,6.305839017782395,urban,93.62268431312152,NLOS,clear,-1.6543897378364005,28632189.00214745,362.22754693238517
3843179178.5561004,307.4145675880089,39.27309714296816,7.3449872472716935,17.418550170306787,urban,88.93525104226457,LOS,foggy,-3.253910854831858,30372851.105220377,333.6959451800409
5837339160.603358,82.18185200023913,32.82121229019717,4.171872065953421,8.961781885862742,urban,56.43210124093107,LOS,rainy,-2.0808582683255223,66930089.34307604,324.20631304832426
4671073816.401159,142.81356800487134,28.324576524933043,7.717908336286988,6.662083805188798,suburban,14.220160343760535,LOS,foggy,-6.701947018568017,56099633.03386313,318.8245702503989
3107648462.5815487,427.2862307958659,9.192834004287091,4.378802501411814,8.497505781177406,suburban,59.806075701885256,LOS,foggy,3.9589848071520812,47303385.921334736,322.7501200593465
1397108291.8952773,131.87299759426966,3.331159789573106,8.198763736229106,16.416104198248117,suburban,53.2755900618035,LOS,foggy,0.9828054174272787,96088950.11805855,293.75559041681646
4031791269.6995926,278.2003630858236,43.77888005061714,8.703484090995147,18.73498810553894,urban,71.40934394690291,LOS,foggy,-0.18333697197227214,53482532.36824603,338.120999337224
1766643281.6697266,272.35875238160645,9.669601480824197,7.57720691811609,10.743106200243002,rural,86.5448717118925,LOS,clear,-3.3314953014383164,63697471.157479316,283.5652660776918
1250837043.533182,499.6618705866556,5.981940834324973,1.2414656529317039,12.016442300647611,suburban,67.09035109388476,NLOS,rainy,-3.10938907814751,99201847.82925957,324.88147666394747
4833101537.712626,97.736600606273,44.02337242150985,6.67058215811755,16.76686458034883,rural,79.33536816875974,LOS,foggy,-3.3500924765944946,54928097.99719462,298.0571292725231
4697400850.444645,74.18923423912284,8.503508469664599,2.4101043251700265,11.986193934428044,rural,22.29297114941321,LOS,clear,-5.264134190653757,65568048.01187849,260.2225415617356
1448987830.4709482,208.6367791446698,12.234765299441257,1.970676302951291,18.885064211284114,urban,76.4634568639452,NLOS,rainy,-0.5869496017089089,45736359.96350188,332.0302787381904
2000223149.2728176,246.56972011637808,37.170068175039596,7.4672145922122,18.255397559261493,urban,46.36975004428597,LOS,clear,-1.4722241571057673,80924086.11799698,316.71753494958045
1407846123.8231218,304.31666085260525,49.56459049123795,5.5305023525201165,10.98541132456915,urban,88.00732702351442,NLOS,foggy,2.738930774567416,79773368.64957064,375.96917193190313
4432132282.993992,96.86019772575824,3.019538370186153,5.76012477899416,12.168650912310067,rural,46.47271686923848,LOS,clear,4.211528539953222,81063281.87412463,273.2410013262054
5963529158.48381,132.00741326483922,26.681169258246115,1.4898303109295477,13.854131748098084,urban,60.283767925930945,NLOS,foggy,-0.4180104452923259,65473575.16525025,354.8257617958513
5272755683.35597,167.31561667355572,14.795398989069126,6.922118012800829,12.90623376319257,suburban,89.23067756285057,NLOS,clear,0.8452139199905866,70853010.84194279,349.4844271604546
5133135524.874215,289.89768673712933,7.603766426708919,6.868473131294172,19.54173222210109,urban,99.95336344985063,LOS,rainy,0.4009824458424847,96749195.36366947,323.5213892245172
2259997210.86616,354.76944296435113,23.03887947416838,2.85547415610713,16.70775523217699,rural,34.530862759290734,NLOS,clear,-0.3449401583282009,92290329.27153142,315.49582675815464
5455315246.7763815,224.2807299665489,34.69954038084311,6.4724851147604605,17.13051743280143,urban,9.78414862967476,NLOS,clear,-4.2068621880811,55004982.51206855,350.8251874678959
3279316122.1184845,360.49684395159136,7.852498608384377,1.5403627509452404,9.13209846216817,rural,57.92928698913198,LOS,foggy,-1.1981547350968864,85166693.09941949,287.87168589046786
4146505732.6716075,224.2586965254185,38.103299587526095,1.0703874857584905,11.262792386742587,rural,8.759795637742895,NLOS,clear,0.4139871025417693,20867842.440756343,309.8006532108758
3626697056.7137556,37.26704505057532,48.18471846851132,5.62187962310326,6.079712402017549,suburban,46.612015918315585,NLOS,clear,-0.4701598167500025,75274747.03232539,343.15036454488205
5216748434.39155,245.3398251337962,44.98111776996268,2.3339794852917404,13.052690206763844,urban,62.9289702937773,LOS,foggy,2.657318103967874,67941833.69947241,336.784802037985
5138684013.541553,315.3497203196734,34.55214144852362,9.074924122613186,8.253340533583806,urban,73.07913942065899,LOS,clear,-2.4822766292796237,40358280.15623252,336.7508699786969
3796466578.5326805,160.66737467132393,19.81309537428553,5.005018224249597,13.03872837534503,suburban,8.891768266878975,NLOS,foggy,0.17321953830174286,40607194.25632909,344.743003251913
5960938330.545567,356.823223456467,23.223779871978618,6.772742205918348,18.51242855650478,urban,37.103284242503655,NLOS,foggy,6.661531068290426,41570091.89669817,373.53654463288467
1183827067.553103,210.45545914799098,29.21583613547304,8.037706825045678,15.165350223940596,urban,95.60676166300263,LOS,clear,0.17553436868518882,21331987.92533145,313.20515245547074
2918445528.9618497,74.29570230489924,10.820365100915987,4.941405524338487,14.574779476112099,urban,12.444069068346565,NLOS,rainy,5.1890363229436876,52285969.55052947,340.32666932331244
5092135931.484209,392.06546189171695,43.738822526829814,7.304071547822199,7.967574855792954,urban,9.886985929464709,LOS,rainy,-1.5480268328292413,77600568.19379933,341.46555952241863
2465884643.129914,251.93976836783435,23.88541900811385,5.9531471668161915,19.57570608886572,rural,43.63800835748456,LOS,rainy,6.597026878514043,14761180.682388317,286.99931188246387
4615139976.414072,96.94661429673823,24.708449672994195,2.6854508902156,14.889274756996365,urban,86.244060266088,NLOS,clear,-0.11147764080537895,57682727.63314356,345.6857162250352
2530158241.522314,230.99370493311827,30.88041117766364,5.1923598979561,6.657148988093643,urban,92.20123491664471,LOS,foggy,3.2129607067804367,95114936.85134175,344.9943362459973
5370314566.762587,370.6881556233723,7.655854223587432,8.92287743636686,13.328240601366923,urban,93.71199328654302,LOS,clear,1.3034695828976177,36538647.12177329,325.6440932970829
2518449437.746051,339.3991455715185,9.557524738618074,2.1955920500348327,5.4565654941255195,suburban,35.20407772371353,LOS,clear,1.2047387740666158,21831214.31511946,297.7341812057417
4665765816.501271,255.5731154320473,45.663370921050046,9.899382096263322,11.534013149695712,urban,46.999702907836706,LOS,foggy,-2.674071667839916,60110145.120395474,342.9136464359524
5730380418.123018,338.651443789408,45.95942536802967,8.194203874207927,16.063311074522126,rural,81.1570963325191,LOS,foggy,-3.4229597095090067,94814304.92843296,315.6745323207246
2047633908.9959507,315.89579934804055,11.471464358251886,3.744897320766111,12.443816456663146,urban,26.328044157112217,NLOS,foggy,-6.950755756896506,16308514.33587189,339.23947496731756
2598234487.114394,334.92431115408624,1.2624922136970542,7.056893851368867,5.507277555296197,rural,32.596344600092245,LOS,rainy,0.058701826482455186,21145013.825672776,273.8524846464013
3709206926.964916,118.60747647066712,2.178691780268527,9.817300212078884,16.226208688190056,rural,39.92555219051086,LOS,rainy,-3.9586741683702065,68167294.35499614,266.61505282441334
5740348230.832127,98.71823847789857,28.804768995322,8.823508277639517,13.401831019279875,suburban,72.18239518452624,LOS,clear,-5.022429034818424,18262858.86304619,304.57849370257185
2128887787.6889863,170.2756376313967,17.38170462094947,9.862389833704587,11.572703115883085,urban,84.87503115487068,NLOS,foggy,-3.9839301587397844,88524190.1214036,363.26908578986985
1368890003.5148973,243.7903549339738,29.716425701298874,3.6038958585472454,17.72294439375895,suburban,36.52624078226743,LOS,foggy,-3.5268851479896584,51742660.26132394,300.60435958265134
4440684450.743408,417.9126820623721,33.195463351899356,8.506339086359821,6.763704729701609,rural,90.75971724025791,NLOS,clear,-3.00739228281559,64083231.944071315,346.75945658475746
5163175020.687164,196.6618085585589,7.145997796135231,2.3069795695913466,6.190775166860211,suburban,25.91466197241742,NLOS,rainy,6.49193619195888,95321405.09746899,347.15940161914216
5641108735.198835,360.18662615310876,20.361805450107106,2.6922885751910703,12.05838654163391,suburban,18.594895367572374,NLOS,foggy,4.539632556509377,89424642.42766836,359.7919065981896
5396419689.420482,385.8751757472341,18.038468418621513,7.176455644596793,5.918908570731754,rural,31.011802464205918,NLOS,rainy,0.9481065363473007,22276857.491829567,340.22216195480706
4464370162.853529,66.23910330474202,26.909897766229523,8.767249455513706,8.020162334803246,urban,31.865996814584186,NLOS,foggy,0.1709961879729276,16087750.66323643,359.275387865022
2676319667.4256563,63.55412987693,49.44977648946083,1.7004032172609977,8.240605404970907,rural,21.5517953675591,LOS,rainy,-1.6124564262946914,83133582.01831235,279.607842915089
4078978157.062544,25.036367771110136,18.768131437639752,9.143001694704926,8.245117023909316,rural,95.07242356969095,NLOS,foggy,-0.6373935753627437,85032585.02582505,329.7932363513296
5311645072.750059,273.60811289351244,5.3827138659415,1.83328923981322,16.756455597663212,suburban,70.71553038715783,NLOS,clear,-4.275959120534397,60466700.951160274,321.9861071008653
3731319915.9780073,343.62316967143147,15.05061498177767,9.939915035081894,8.597545503102896,rural,67.04953028007249,LOS,clear,-2.4822176018589657,62959191.23126649,299.27341820451477
3061106373.3098416,113.90061882937655,11.512594791121955,9.228256537873973,8.818205435537116,rural,79.35619549667813,NLOS,rainy,-0.3199780197777941,43960375.95523665,326.6019977398337
1578268084.5176442,175.7999667953206,13.412500686080676,5.102288369784961,5.653588557329687,urban,69.41531151768396,NLOS,clear,-2.2577353552092063,85809855.44651422,348.93506535450445
2945534399.2019672,402.2945197844004,24.494382657353643,9.974098194147551,13.973512827109438,urban,71.85671975216282,NLOS,rainy,3.8181002174048784,21275096.91113975,369.54194189924044
1987988482.2154806,162.75408245894343,13.24654968575208,5.072174161538015,18.147729448791097,suburban,26.20729577305527,NLOS,foggy,-1.5610772476206098,67971411.89874868,332.98003949445547
2428081836.258683,206.16256509137196,17.754329300962414,7.751673548120595,17.458679298875104,rural,5.816818967763382,NLOS,foggy,1.241613583888447,40318103.195665464,322.18307459639595
1410404437.6262767,474.220254661855,45.3572144671756,2.2250791573757387,13.507375778464162,rural,4.141762562526097,LOS,clear,-0.8634332023219076,60413713.80736296,280.4410347360486
5654154542.000395,50.69096517336025,18.767433327948368,5.792394122375017,10.143922575937754,urban,22.205620374828992,NLOS,clear,-0.9954988047808044,59746551.09918736,343.71549348041646
1987226552.5818787,308.9598382292943,42.52008611898635,1.3349779768416774,12.194420069422899,urban,26.047923697931587,NLOS,clear,-2.991712019041556,20100564.26301906,336.29509571461136
3075711954.336029,217.94091973068356,17.700031821161563,2.6597037127786254,18.317216584990504,urban,51.01196058227553,LOS,rainy,2.976800159071074,88160543.98060015,314.1953571772721
1214949031.9861903,124.96363455913706,4.776918584447033,3.507018211633846,10.730431932571125,rural,72.13254570153842,NLOS,foggy,-1.045541699992877,98826790.36748649,308.4945792073728
1339139017.4998317,48.61602889192661,19.64487092824171,1.8085921933119935,8.686701755923924,urban,79.01948868299515,NLOS,rainy,1.1348231407100136,60506225.51378208,335.4519704104464
5474765494.25812,440.65801248831616,16.097156146071118,8.143575447540703,13.110772927119626,suburban,97.08196638346861,LOS,clear,2.570443862881893,34782767.70446336,324.58213841427596
4124604669.7768726,172.60084061015888,2.7808192806791885,2.5659596811442333,14.277302764355493,rural,67.49785836819257,LOS,foggy,-0.5675554013617001,19353292.44196503,268.88943285513216
5421129882.612682,322.44492909652644,33.00448627336123,1.8223659432443515,18.59495623040222,rural,80.75155914856846,LOS,clear,-2.2065400291170656,17973023.601852186,280.2549497362049
1606645698.9066799,495.2645195113601,20.784915519586246,8.565279312878314,18.5441075114734,urban,1.70703826120705,LOS,clear,-4.5680108214634085,65463387.43488963,308.24351275026396
5542776916.080233,45.83799339588307,45.89827335723159,7.899257010520282,10.181668323125288,suburban,30.4204636722767,LOS,foggy,0.45854886356622787,25470751.980873756,316.66605637202264
1197061574.0929265,95.022988740899,18.77399902310164,8.948549234317493,18.703859708477545,rural,82.38490359612744,NLOS,rainy,-5.447232183415635,76590226.39690897,308.55422398054606
3407568354.929267,149.08051641032753,38.17215946015375,5.954635913904715,16.650144899975306,urban,7.3846215580168355,LOS,rainy,1.8541252188584985,83560694.45910281,321.41181101551814
3749689372.984598,485.1453561931748,15.815560290830643,8.569237093327986,10.002762798079956,urban,51.08043589870468,LOS,rainy,1.6751952513154795,12175098.550730936,330.4730791306853
3980480900.7302885,131.61973560837578,33.987430011062905,8.82406519414711,6.666180583823916,rural,93.55046309884972,NLOS,clear,-3.834817596696846,59350720.668887444,335.5131799543606
1683099236.6410708,255.3454388527711,8.908701443632026,6.569029055124704,13.265487106310195,rural,65.9735290827151,LOS,clear,2.505039147061511,86362981.00061624,283.2112494965362
2879156026.8148003,490.5034963206017,16.1921233510607,1.982875805406247,10.448317243782649,urban,14.580239627916857,LOS,foggy,1.4973357088522767,24018001.660829812,319.44254364076215
5903870375.114287,368.1662696391728,49.32577728062885,4.8125850330707625,19.671481658708522,urban,49.13182442361479,NLOS,rainy,-0.618289357958806,36768107.79246206,364.5307875171052
5429224626.526613,348.64708302749636,39.13215156495126,1.50353007975886,11.575750803285754,suburban,12.414490554985836,NLOS,rainy,-4.556342652072244,80208539.082084,345.0869555492148
5949118386.007172,228.77597689994894,31.525223367249144,9.208141993499748,19.168589651617577,urban,95.91934765401233,NLOS,foggy,1.7056153069252433,83229630.12680532,378.26560426589884
1294138457.8990436,163.89790350004594,22.497990138030428,3.8787383428471505,12.40046925874039,urban,94.87227338537538,NLOS,rainy,0.9361750059846392,99015331.53974886,353.32772448738103
5284686873.732885,372.4007385928981,24.15128354643578,8.796160257472717,5.304002705752497,suburban,17.69079228074837,NLOS,clear,3.421496207001981,41315518.04397931,363.4729676226387
5805409167.328209,272.21022946860825,33.61033951251696,2.056065612458319,8.215339254049216,suburban,27.4411629081996,NLOS,rainy,2.3959602128535464,73435912.68986426,356.3487651203666
3166879773.9603505,212.7953897481104,3.014073730799304,7.765605680878868,16.956175834884924,urban,88.08190535758203,NLOS,foggy,2.420033060815549,44959542.073346086,349.758726497116
4230808524.2043524,472.87353389259937,44.135368864044,5.504572511905567,10.731855379545173,suburban,85.83128873148212,NLOS,clear,5.442621710350738,64705591.4571764,370.13688804040777
4212945067.7749786,402.46541577544787,10.482768045979553,3.186713951362854,7.5100043894122255,rural,43.88502761274364,LOS,rainy,-0.9570472590721905,21298986.274109617,289.2677088756857
4871620663.030701,429.36406813824453,27.2325010305491,2.9509051127258186,18.719734101298094,rural,87.91341789439848,NLOS,foggy,6.681367479739069,71129880.4428631,344.7843346472989
5513920874.832516,53.306524481591694,47.02487015304907,7.235465254095215,5.165732649024422,urban,55.71114531141199,LOS,clear,-2.015688811314136,58303273.29393307,326.04732174904547
1333484202.8272111,246.50629802207033,32.13483306720315,5.694760557742215,10.496246868585288,rural,36.67205351352849,LOS,foggy,-2.083997014092853,82358988.81902273,295.8294197548647
3628827275.2355986,389.2277835875996,12.798791818301494,3.3020112683076777,12.5909561910477,rural,96.83807731477052,NLOS,clear,4.049021517060045,96703711.22436115,331.5146575991581
3739410693.4563994,300.4386863053229,38.952824568027175,3.4325374912057325,17.499276236529347,suburban,33.12427720304256,NLOS,foggy,-1.7547566441775744,56078123.2290437,350.0805948325854
4401720353.891769,195.5636124592455,33.366023260670566,2.539805761620752,6.149714074102317,rural,88.78540968208979,LOS,foggy,-1.9667745901007807,44811942.26689893,304.5362990048794
3692928464.3493295,381.04371401730896,24.865961517638016,3.931756663814925,16.57676560276712,urban,45.676501432775886,LOS,rainy,-0.6509180305595494,51817083.29865324,322.2554478524957
5150886437.218241,148.3417965247581,14.367460790268538,6.3283993311094715,19.37217223956602,urban,68.12873460742884,NLOS,rainy,-2.6706898499293508,35170280.91450304,347.06815786021343
2882498965.0588074,97.43228588254428,28.796593233764554,7.827790445854821,9.707261193904234,urban,71.7335014255215,NLOS,rainy,4.863705326377254,66555648.247619204,366.59069054197465
5120985671.684612,298.55662310600405,14.058868308803527,8.796671820791115,5.108066588968864,suburban,21.753930054362712,LOS,rainy,-3.5023754629287787,40182053.95207353,320.13825274642727
